This file was created by using the 202604 CRSP database.
It contains value-weighted returns for the intersections of  2 ME portfolios
and  3 BE/ME portfolios. 

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME at the end of December of the prior year.

Missing data are indicated by -99.99 or -999.

The break points use Compustat firms plus the firms hand-collected from the
Moodys Industrial, Transportation, Utilities, and Financials Manuals.

The  portfolios  use Compustat firms plus the firms hand-collected from the
Moodys Industrial, Transportation, Utilities, and Financials Manuals.


  Average Value Weighted Returns -- Daily
,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
19381210,      5.95,      4.51,      2.65,    140.80,     64.22,     42.57
19381212,      5.97,      4.52,      2.69,    141.76,     64.57,     43.11
19381213,      5.97,      4.53,      2.69,    142.58,     64.71,     43.13
19381214,      5.99,      4.55,      2.69,    143.68,     65.06,     43.97
19381215,      6.18,      4.65,      2.76,    145.68,     66.76,     45.47
19381216,      6.20,      4.69,      2.78,    145.93,     66.93,     45.54
19381217,      6.14,      4.64,      2.73,    145.30,     66.67,     44.95
19381219,      6.12,      4.62,      2.70,    144.79,     66.49,     44.78
19381220,      6.05,      4.59,      2.68,    144.08,     66.01,     44.31
19381221,      6.03,      4.54,      2.64,    143.79,     65.73,     44.26
19381222,      5.94,      4.47,      2.60,    142.69,     65.11,     43.75
19381223,      5.97,      4.47,      2.61,    143.33,     65.43,     44.67
19381224,      6.02,      4.52,      2.66,    144.09,     66.11,     45.43
19381227,      6.05,      4.56,      2.69,    144.37,     66.45,     46.23
19381228,      5.97,      4.50,      2.64,    143.30,     65.74,     45.46
19381229,      6.03,      4.54,      2.65,    143.98,     66.46,     46.28
19381230,      6.22,      4.69,      2.80,    146.58,     68.32,     48.09
19381231,      6.30,      4.74,      2.85,    147.21,     68.66,     48.35
19390103,      6.37,      4.77,      2.94,    146.79,     68.99,     48.95
19390104,      6.35,      4.74,      2.92,    145.83,     68.34,     48.28
19390105,      6.46,      4.85,      2.99,    146.82,     69.10,     49.43
19390106,      6.34,      4.79,      2.94,    145.77,     68.30,     47.92
19390107,      6.33,      4.79,      2.95,    145.66,     68.42,     48.14
19390109,      6.26,      4.73,      2.92,    144.25,     67.71,     47.38
19390110,      6.23,      4.66,      2.87,    143.08,     66.98,     46.84
19390111,      6.29,      4.68,      2.88,    143.18,     67.15,     47.05
19390112,      6.14,      4.58,      2.80,    141.18,     65.87,     45.69
19390113,      6.03,      4.50,      2.75,    140.19,     65.45,     45.18
19390114,      6.04,      4.49,      2.73,    139.49,     65.04,     44.80
19390116,      6.16,      4.59,      2.81,    141.79,     66.48,     46.66
19390117,      6.13,      4.59,      2.82,    141.59,     66.53,     46.27
19390118,      6.15,      4.62,      2.83,    142.46,     66.88,     46.61
19390119,      6.16,      4.63,      2.84,    142.51,     66.85,     46.65
19390120,      6.22,      4.65,      2.87,    143.34,     67.33,     47.26
19390121,      6.19,      4.65,      2.87,    143.53,     66.97,     46.88
19390123,      6.05,      4.55,      2.78,    140.93,     65.65,     45.23
19390124,      5.75,      4.30,      2.60,    135.91,     62.79,     42.21
19390125,      5.66,      4.22,      2.58,    135.74,     62.88,     42.43
19390126,      5.67,      4.23,      2.59,    135.63,     62.64,     41.93
19390127,      5.45,      4.08,      2.47,    132.43,     60.70,     39.88
19390128,      5.52,      4.12,      2.50,    134.86,     62.25,     41.08
19390130,      5.52,      4.11,      2.49,    134.48,     62.13,     40.85
19390131,      5.66,      4.19,      2.55,    137.38,     63.80,     42.50
19390201,      5.84,      4.36,      2.64,    138.20,     64.64,     43.51
19390202,      5.76,      4.34,      2.63,    136.89,     63.98,     42.77
19390203,      5.84,      4.39,      2.67,    139.40,     65.08,     44.03
19390204,      5.84,      4.39,      2.67,    138.61,     64.66,     43.48
19390206,      5.91,      4.44,      2.70,    139.60,     65.21,     43.99
19390207,      5.96,      4.44,      2.70,    140.19,     65.35,     44.21
19390208,      5.87,      4.36,      2.66,    139.25,     64.56,     43.41
19390209,      5.89,      4.40,      2.69,    140.46,     65.19,     44.15
19390210,      5.81,      4.36,      2.66,    139.05,     64.46,     43.01
19390211,      5.79,      4.33,      2.64,    139.32,     64.40,     43.13
19390214,      5.84,      4.37,      2.67,    140.02,     64.98,     43.55
19390215,      5.80,      4.35,      2.64,    139.78,     64.70,     42.92
19390216,      5.81,      4.34,      2.65,    139.80,     64.88,     43.14
19390217,      5.91,      4.41,      2.69,    141.02,     65.52,     43.97
19390218,      5.91,      4.39,      2.67,    140.29,     65.10,     43.43
19390220,      5.94,      4.44,      2.69,    141.08,     65.49,     44.25
19390221,      5.76,      4.32,      2.63,    138.23,     63.95,     42.59
19390223,      5.77,      4.33,      2.62,    138.32,     64.06,     42.97
19390224,      5.79,      4.35,      2.64,    138.70,     64.14,     43.16
19390225,      5.95,      4.47,      2.72,    141.09,     65.68,     44.72
19390227,      6.04,      4.52,      2.77,    142.01,     66.15,     45.40
19390228,      6.05,      4.52,      2.77,    141.88,     66.02,     45.61
19390301,      6.05,      4.58,      2.80,    143.09,     66.33,     46.47
19390302,      6.03,      4.56,      2.79,    143.04,     66.24,     46.37
19390303,      6.02,      4.55,      2.78,    143.24,     65.93,     46.26
19390304,      6.09,      4.60,      2.82,    144.87,     66.91,     47.12
19390306,      6.16,      4.62,      2.84,    145.17,     67.06,     47.17
19390307,      6.10,      4.59,      2.79,    144.43,     66.53,     46.18
19390308,      6.12,      4.61,      2.80,    145.05,     66.89,     46.42
19390309,      6.21,      4.68,      2.87,    147.38,     67.81,     47.78
19390310,      6.26,      4.69,      2.88,    147.21,     67.76,     47.45
19390311,      6.30,      4.72,      2.90,    148.27,     68.30,     47.30
19390313,      6.28,      4.70,      2.86,    148.04,     67.86,     46.76
19390314,      6.22,      4.66,      2.82,    147.16,     67.36,     46.17
19390315,      6.24,      4.66,      2.83,    147.36,     67.58,     46.49
19390316,      6.05,      4.53,      2.74,    144.32,     65.83,     44.53
19390317,      6.05,      4.55,      2.75,    144.30,     65.83,     44.62
19390318,      5.84,      4.35,      2.62,    140.62,     63.68,     42.76
19390320,      5.72,      4.24,      2.56,    138.40,     62.51,     41.66
19390321,      5.70,      4.22,      2.54,    137.66,     62.09,     41.54
19390322,      5.80,      4.31,      2.59,    139.66,     63.22,     42.46
19390323,      5.53,      4.11,      2.46,    136.13,     61.05,     40.42
19390324,      5.64,      4.17,      2.52,    137.00,     62.20,     41.31
19390325,      5.74,      4.26,      2.58,    138.72,     62.96,     42.36
19390327,      5.73,      4.25,      2.56,    138.33,     62.83,     41.87
19390328,      5.74,      4.25,      2.55,    138.16,     62.70,     41.74
19390329,      5.60,      4.16,      2.48,    136.52,     61.71,     40.95
19390330,      5.65,      4.20,      2.51,    137.20,     62.17,     41.46
19390331,      5.46,      4.03,      2.41,    133.75,     60.20,     39.31
19390401,      4.93,      3.71,      2.16,    128.30,     57.06,     36.46
19390403,      5.01,      3.77,      2.22,    129.96,     58.31,     37.98
19390404,      5.11,      3.80,      2.24,    129.55,     58.57,     38.22
19390405,      4.96,      3.70,      2.18,    127.32,     57.42,     36.86
19390406,      5.04,      3.75,      2.22,    128.32,     57.83,     37.11
19390408,      4.76,      3.58,      2.09,    124.28,     56.04,     35.18
19390410,      4.50,      3.36,      1.94,    119.60,     53.65,     32.94
19390411,      4.55,      3.41,      2.01,    121.87,     54.38,     33.89
19390412,      4.56,      3.43,      2.04,    121.30,     54.50,     34.09
19390413,      4.74,      3.58,      2.15,    124.68,     56.07,     34.96
19390414,      4.82,      3.62,      2.18,    126.07,     56.71,     35.00
19390415,      4.72,      3.56,      2.11,    124.74,     55.86,     34.32
19390417,      4.91,      3.69,      2.22,    127.96,     57.83,     36.28
19390418,      4.78,      3.60,      2.15,    126.04,     56.67,     35.02
19390419,      4.77,      3.58,      2.13,    124.56,     56.00,     34.50
19390420,      4.83,      3.62,      2.15,    126.19,     56.34,     35.01
19390421,      4.87,      3.68,      2.19,    127.45,     57.19,     35.49
19390422,      4.92,      3.70,      2.21,    127.85,     57.29,     35.53
19390424,      4.93,      3.69,      2.20,    127.82,     57.20,     35.45
19390425,      4.87,      3.66,      2.17,    126.97,     56.46,     34.88
19390426,      4.84,      3.67,      2.18,    127.10,     56.39,     35.05
19390427,      4.87,      3.68,      2.18,    127.92,     56.80,     35.34
19390428,      4.91,      3.73,      2.19,    129.04,     57.38,     35.72
19390429,      4.86,      3.70,      2.19,    128.06,     56.94,     35.11
19390501,      4.89,      3.71,      2.20,    127.82,     56.97,     35.28
19390502,      4.88,      3.70,      2.20,    127.55,     56.51,     35.00
19390503,      4.95,      3.74,      2.24,    128.94,     57.20,     35.50
19390504,      5.07,      3.84,      2.30,    131.52,     58.39,     36.47
19390505,      5.11,      3.85,      2.30,    131.29,     58.33,     36.51
19390506,      5.11,      3.82,      2.28,    130.81,     58.18,     36.30
19390508,      5.14,      3.83,      2.31,    130.89,     58.51,     36.45
19390509,      5.11,      3.81,      2.30,    130.72,     58.09,     36.32
19390510,      5.21,      3.90,      2.34,    132.78,     58.98,     37.58
19390511,      5.25,      3.91,      2.33,    131.70,     58.74,     37.20
19390512,      5.24,      3.89,      2.32,    131.92,     58.69,     37.09
19390513,      5.20,      3.88,      2.31,    131.20,     58.34,     36.79
19390515,      5.21,      3.88,      2.31,    131.40,     58.49,     36.69
19390516,      5.21,      3.89,      2.31,    131.76,     58.43,     36.64
19390517,      5.07,      3.78,      2.25,    129.26,     56.98,     35.21
19390518,      5.01,      3.75,      2.22,    128.48,     56.49,     34.88
19390519,      5.03,      3.74,      2.22,    128.96,     56.55,     34.77
19390520,      5.06,      3.77,      2.24,    130.04,     56.82,     35.17
19390522,      5.10,      3.79,      2.27,    130.84,     57.23,     35.64
19390523,      5.14,      3.81,      2.27,    131.92,     57.62,     36.31
19390524,      5.15,      3.81,      2.27,    131.29,     57.51,     35.76
19390525,      5.31,      3.92,      2.33,    133.94,     59.11,     37.52
19390526,      5.36,      3.96,      2.35,    134.39,     59.19,     37.54
19390527,      5.39,      3.98,      2.36,    134.92,     59.40,     37.86
19390529,      5.40,      4.02,      2.39,    135.44,     59.74,     38.38
19390531,      5.47,      4.04,      2.41,    136.38,     60.07,     38.82
19390601,      5.36,      4.03,      2.42,    136.44,     59.82,     38.51
19390602,      5.25,      3.97,      2.36,    134.83,     58.88,     37.61
19390603,      5.30,      3.96,      2.37,    135.46,     59.20,     37.60
19390605,      5.33,      3.98,      2.39,    135.73,     59.36,     37.68
19390606,      5.31,      3.98,      2.38,    135.77,     59.19,     37.59
19390607,      5.35,      4.02,      2.41,    136.97,     60.06,     38.14
19390608,      5.39,      4.03,      2.41,    137.41,     60.19,     38.01
19390609,      5.34,      4.01,      2.40,    137.29,     59.88,     37.61
19390610,      5.44,      4.06,      2.43,    138.77,     60.65,     38.19
19390612,      5.44,      4.06,      2.43,    138.86,     60.52,     38.05
19390613,      5.36,      4.01,      2.40,    137.92,     59.88,     37.30
19390614,      5.31,      3.96,      2.37,    137.18,     59.51,     37.18
19390615,      5.29,      3.94,      2.35,    136.35,     59.01,     36.89
19390616,      5.22,      3.89,      2.30,    133.59,     58.04,     35.91
19390617,      5.23,      3.90,      2.29,    133.62,     58.01,     35.91
19390619,      5.27,      3.91,      2.31,    134.21,     58.35,     36.23
19390620,      5.28,      3.94,      2.32,    135.34,     58.62,     36.45
19390621,      5.38,      3.96,      2.34,    136.35,     59.04,     37.26
19390622,      5.38,      3.95,      2.36,    136.59,     58.96,     37.02
19390623,      5.36,      3.95,      2.34,    135.97,     58.88,     36.62
19390624,      5.38,      3.95,      2.36,    136.21,     58.97,     36.78
19390626,      5.38,      3.97,      2.37,    136.04,     58.87,     36.76
19390627,      5.25,      3.87,      2.30,    133.85,     57.69,     35.76
19390628,      5.24,      3.88,      2.30,    133.98,     57.95,     36.04
19390629,      5.13,      3.81,      2.25,    132.13,     56.80,     34.92
19390630,      4.95,      3.71,      2.16,    129.16,     55.30,     33.79
19390701,      4.79,      3.72,      2.19,    101.70,     85.89,     33.32
19390703,      4.84,      3.76,      2.22,    102.78,     86.56,     33.86
19390705,      4.88,      3.79,      2.24,    103.10,     86.92,     34.02
19390706,      4.93,      3.83,      2.26,    104.76,     87.97,     34.78
19390707,      4.96,      3.84,      2.26,    104.90,     88.16,     34.88
19390708,      4.93,      3.83,      2.26,    104.59,     87.90,     34.61
19390710,      4.94,      3.83,      2.25,    104.52,     88.02,     34.54
19390711,      4.95,      3.84,      2.25,    104.74,     88.46,     34.59
19390712,      5.00,      3.87,      2.28,    105.67,     89.29,     35.25
19390713,      5.17,      3.99,      2.32,    107.70,     90.47,     36.20
19390714,      5.29,      4.07,      2.36,    108.50,     90.93,     36.43
19390715,      5.24,      4.01,      2.35,    108.15,     90.37,     36.00
19390717,      5.22,      4.03,      2.35,    108.27,     90.78,     36.09
19390718,      5.53,      4.21,      2.45,    112.41,     93.40,     38.30
19390719,      5.63,      4.31,      2.51,    113.40,     93.88,     38.56
19390720,      5.59,      4.27,      2.49,    112.65,     92.75,     37.81
19390721,      5.47,      4.22,      2.46,    111.52,     91.70,     37.16
19390722,      5.61,      4.34,      2.51,    113.36,     93.15,     38.40
19390724,      5.67,      4.41,      2.55,    114.30,     94.38,     39.10
19390725,      5.66,      4.38,      2.54,    113.50,     93.71,     38.82
19390726,      5.64,      4.38,      2.53,    112.83,     93.58,     38.52
19390727,      5.62,      4.40,      2.51,    113.62,     93.95,     38.83
19390728,      5.63,      4.40,      2.54,    113.91,     93.93,     39.02
19390729,      5.62,      4.40,      2.53,    113.83,     93.58,     38.31
19390731,      5.56,      4.35,      2.51,    113.53,     93.44,     38.07
19390801,      5.54,      4.33,      2.49,    113.07,     93.00,     37.80
19390802,      5.53,      4.33,      2.48,    113.29,     92.86,     37.95
19390803,      5.57,      4.36,      2.52,    114.16,     93.66,     38.37
19390804,      5.59,      4.38,      2.53,    114.06,     93.28,     38.31
19390805,      5.41,      4.26,      2.45,    112.09,     91.76,     37.30
19390807,      5.44,      4.27,      2.47,    112.57,     92.14,     37.48
19390808,      5.36,      4.21,      2.42,    111.36,     91.41,     36.89
19390809,      5.37,      4.23,      2.43,    111.56,     91.63,     36.97
19390810,      5.30,      4.17,      2.40,    110.71,     91.10,     36.57
19390811,      5.18,      4.08,      2.34,    108.96,     89.53,     35.60
19390812,      5.19,      4.08,      2.35,    109.02,     89.57,     35.65
19390814,      5.26,      4.12,      2.38,    109.89,     90.34,     36.25
19390815,      5.33,      4.17,      2.39,    110.90,     90.97,     36.54
19390816,      5.40,      4.21,      2.42,    111.97,     91.79,     36.87
19390817,      5.19,      4.08,      2.34,    109.33,     90.11,     35.79
19390818,      5.11,      4.05,      2.33,    109.18,     89.78,     35.43
19390819,      4.96,      3.93,      2.27,    107.26,     88.28,     34.44
19390821,      4.96,      3.91,      2.26,    106.66,     88.18,     34.37
19390822,      4.77,      3.76,      2.18,    104.35,     86.67,     33.43
19390823,      4.87,      3.83,      2.21,    106.42,     87.42,     33.91
19390824,      4.67,      3.71,      2.14,    103.29,     85.46,     32.87
19390825,      4.57,      3.63,      2.09,    103.18,     84.75,     32.68
19390826,      4.73,      3.72,      2.13,    104.99,     86.39,     33.68
19390828,      4.88,      3.85,      2.20,    107.08,     88.42,     34.66
19390829,      4.82,      3.78,      2.16,    105.45,     86.81,     33.72
19390830,      4.96,      3.89,      2.23,    107.69,     88.70,     34.59
19390831,      4.96,      3.89,      2.23,    106.85,     88.47,     34.43
19390901,      4.85,      3.80,      2.18,    105.33,     87.14,     33.60
19390902,      4.85,      3.85,      2.19,    105.69,     87.80,     33.76
19390905,      5.20,      4.09,      2.35,    107.73,     89.57,     34.79
19390906,      6.07,      4.84,      2.89,    115.17,     98.42,     40.75
19390907,      5.98,      4.74,      2.89,    114.31,     97.77,     40.59
19390908,      6.04,      4.77,      2.89,    114.60,     97.88,     40.75
19390909,      6.24,      4.93,      3.01,    116.37,     99.97,     42.36
19390911,      6.34,      4.99,      3.07,    116.85,    100.35,     42.64
19390912,      6.57,      5.23,      3.26,    118.92,    103.08,     43.85
19390913,      6.61,      5.23,      3.30,    119.22,    103.88,     45.23
19390914,      6.60,      5.20,      3.29,    118.22,    102.78,     44.95
19390915,      6.64,      5.21,      3.29,    118.55,    102.52,     44.85
19390916,      6.61,      5.19,      3.27,    118.55,    102.28,     44.87
19390918,      6.48,      5.08,      3.23,    117.02,    101.46,     44.19
19390919,      6.20,      4.83,      3.03,    113.98,     98.14,     41.80
19390920,      6.53,      5.10,      3.21,    117.46,    101.27,     44.25
19390921,      6.60,      5.17,      3.25,    117.74,    100.86,     44.88
19390922,      6.66,      5.25,      3.32,    118.60,    101.72,     45.51
19390923,      6.64,      5.22,      3.31,    118.03,    101.13,     45.52
19390925,      6.66,      5.23,      3.33,    118.57,    101.54,     45.79
19390926,      6.69,      5.24,      3.37,    118.53,    101.26,     45.79
19390927,      6.77,      5.29,      3.44,    119.59,    101.70,     47.37
19390928,      6.77,      5.26,      3.46,    119.52,    101.59,     47.54
19390929,      6.63,      5.19,      3.38,    117.70,    100.54,     46.51
19390930,      6.48,      5.08,      3.29,    117.09,     99.68,     45.54
19391002,      6.70,      5.28,      3.41,    119.23,    101.34,     47.20
19391003,      6.59,      5.22,      3.37,    118.22,    100.59,     46.42
19391004,      6.52,      5.13,      3.28,    117.20,     99.66,     45.61
19391005,      6.45,      5.09,      3.24,    117.09,     99.79,     45.40
19391006,      6.53,      5.14,      3.26,    117.54,    100.10,     45.41
19391007,      6.54,      5.15,      3.28,    117.34,     99.97,     45.61
19391009,      6.40,      5.05,      3.21,    116.46,     99.26,     44.70
19391010,      6.39,      5.06,      3.18,    116.95,     99.29,     44.56
19391011,      6.49,      5.13,      3.22,    117.52,     99.52,     45.07
19391013,      6.50,      5.14,      3.22,    117.97,    100.07,     45.53
19391014,      6.49,      5.14,      3.20,    117.35,     99.60,     45.05
19391016,      6.45,      5.09,      3.19,    117.11,     99.49,     44.97
19391017,      6.47,      5.10,      3.18,    117.31,     99.81,     45.01
19391018,      6.77,      5.33,      3.35,    120.17,    102.23,     46.86
19391019,      6.79,      5.32,      3.33,    119.74,    101.75,     46.68
19391020,      6.79,      5.29,      3.33,    119.94,    101.49,     46.40
19391021,      6.71,      5.25,      3.29,    119.49,    101.07,     45.98
19391023,      6.77,      5.28,      3.33,    120.31,    101.73,     46.15
19391024,      6.76,      5.28,      3.32,    120.24,    101.34,     46.14
19391025,      6.87,      5.31,      3.31,    120.57,    101.55,     46.29
19391026,      6.96,      5.44,      3.39,    121.86,    102.49,     46.97
19391027,      6.88,      5.40,      3.37,    121.13,    101.85,     46.29
19391028,      6.84,      5.36,      3.33,    120.57,    101.50,     46.29
19391030,      6.84,      5.35,      3.33,    120.30,    101.33,     45.85
19391031,      6.81,      5.32,      3.31,    120.23,    101.14,     45.74
19391101,      6.70,      5.24,      3.26,    119.15,    100.42,     45.09
19391102,      6.63,      5.22,      3.23,    119.00,    100.59,     44.77
19391103,      6.68,      5.24,      3.23,    119.09,    100.75,     44.59
19391104,      6.82,      5.30,      3.28,    120.05,    101.66,     45.15
19391106,      6.90,      5.35,      3.31,    120.01,    101.27,     44.76
19391108,      6.82,      5.28,      3.25,    119.14,    100.95,     44.28
19391109,      6.74,      5.19,      3.18,    118.27,    100.25,     43.95
19391110,      6.59,      5.07,      3.10,    116.95,     99.05,     43.28
19391113,      6.64,      5.06,      3.09,    117.53,     99.05,     43.37
19391114,      6.67,      5.07,      3.09,    117.47,     99.13,     43.31
19391115,      6.66,      5.09,      3.11,    118.18,     99.39,     43.75
19391116,      6.65,      5.08,      3.10,    117.50,     99.24,     43.49
19391117,      6.74,      5.14,      3.14,    118.88,    100.08,     43.92
19391118,      6.70,      5.15,      3.12,    118.49,     99.72,     43.84
19391120,      6.72,      5.14,      3.11,    119.05,    100.00,     43.91
19391121,      6.72,      5.14,      3.12,    119.06,    100.04,     43.92
19391122,      6.64,      5.09,      3.08,    118.56,     99.29,     43.34
19391124,      6.62,      5.06,      3.05,    118.40,     99.05,     43.07
19391125,      6.48,      4.97,      2.99,    116.96,     98.01,     42.16
19391127,      6.45,      4.95,      2.97,    116.90,     98.20,     42.19
19391128,      6.47,      4.96,      2.96,    117.15,     98.22,     41.95
19391129,      6.47,      4.94,      2.94,    116.94,     98.02,     41.93
19391130,      6.32,      4.83,      2.88,    115.79,     97.05,     40.95
19391201,      6.14,      4.72,      2.81,    114.65,     96.20,     40.26
19391202,      6.27,      4.77,      2.85,    115.46,     96.70,     40.78
19391204,      6.30,      4.79,      2.88,    115.77,     96.63,     40.71
19391205,      6.29,      4.77,      2.85,    115.48,     96.62,     40.53
19391206,      6.31,      4.77,      2.84,    115.66,     96.62,     40.69
19391207,      6.48,      4.89,      2.89,    117.31,     97.84,     41.48
19391208,      6.57,      4.92,      2.91,    117.37,     98.08,     41.46
19391209,      6.49,      4.87,      2.88,    116.66,     97.06,     41.06
19391211,      6.49,      4.86,      2.88,    116.57,     97.04,     40.84
19391212,      6.42,      4.79,      2.82,    115.77,     96.19,     40.21
19391213,      6.40,      4.75,      2.80,    115.70,     95.67,     40.28
19391214,      6.51,      4.85,      2.88,    117.23,     96.72,     41.28
19391215,      6.51,      4.84,      2.85,    117.12,     96.45,     40.81
19391216,      6.49,      4.81,      2.83,    117.24,     96.54,     40.74
19391218,      6.45,      4.81,      2.84,    117.14,     96.51,     40.72
19391219,      6.45,      4.79,      2.83,    116.86,     96.45,     40.48
19391220,      6.41,      4.76,      2.79,    116.88,     96.02,     39.95
19391221,      6.42,      4.77,      2.78,    117.04,     96.48,     40.19
19391222,      6.41,      4.76,      2.77,    116.86,     96.84,     39.93
19391223,      6.38,      4.78,      2.76,    117.32,     97.04,     40.27
19391226,      6.41,      4.80,      2.77,    117.38,     97.13,     40.38
19391227,      6.39,      4.77,      2.73,    117.08,     96.60,     40.04
19391228,      6.25,      4.69,      2.70,    116.50,     96.00,     39.40
19391229,      6.37,      4.75,      2.77,    117.43,     96.55,     40.18
19391230,      6.42,      4.78,      2.78,    118.09,     97.04,     40.28
19400102,      6.58,      4.81,      2.77,    118.21,     97.49,     40.55
19400103,      6.72,      4.91,      2.85,    119.27,     98.55,     41.36
19400104,      6.86,      5.01,      2.92,    120.33,     99.77,     42.32
19400105,      6.81,      5.02,      2.92,    120.09,     99.45,     41.96
19400106,      6.73,      4.99,      2.88,    119.48,     99.05,     41.29
19400108,      6.75,      5.00,      2.89,    119.41,     98.83,     41.31
19400109,      6.75,      5.02,      2.90,    119.50,     98.96,     41.25
19400110,      6.69,      4.96,      2.85,    118.44,     98.29,     40.74
19400111,      6.69,      4.97,      2.87,    118.63,     98.37,     40.83
19400112,      6.54,      4.85,      2.81,    117.08,     97.00,     40.16
19400113,      6.34,      4.74,      2.74,    115.32,     95.45,     39.08
19400115,      6.31,      4.71,      2.71,    114.83,     95.22,     38.85
19400116,      6.20,      4.66,      2.70,    114.55,     94.74,     38.61
19400117,      6.26,      4.69,      2.72,    115.48,     95.18,     38.79
19400118,      6.29,      4.72,      2.72,    115.53,     95.50,     38.90
19400119,      6.22,      4.69,      2.69,    115.32,     95.28,     38.52
19400120,      6.23,      4.70,      2.67,    115.74,     95.41,     38.46
19400122,      6.24,      4.73,      2.68,    115.47,     95.39,     38.71
19400123,      6.20,      4.69,      2.67,    115.22,     95.10,     38.33
19400124,      6.23,      4.69,      2.66,    115.48,     95.28,     38.37
19400125,      6.37,      4.77,      2.71,    116.84,     96.10,     39.41
19400126,      6.37,      4.77,      2.71,    116.27,     95.76,     38.97
19400127,      6.43,      4.76,      2.71,    116.46,     95.57,     38.79
19400129,      6.41,      4.76,      2.73,    116.33,     95.50,     38.91
19400130,      6.38,      4.74,      2.72,    116.28,     95.44,     38.72
19400131,      6.33,      4.72,      2.70,    115.75,     95.13,     38.55
19400201,      6.28,      4.70,      2.70,    115.52,     94.90,     38.37
19400202,      6.30,      4.70,      2.71,    115.43,     94.81,     38.38
19400203,      6.36,      4.73,      2.71,    115.40,     95.08,     38.38
19400205,      6.36,      4.74,      2.72,    115.73,     95.27,     38.46
19400206,      6.33,      4.73,      2.70,    115.24,     94.90,     38.33
19400207,      6.39,      4.76,      2.72,    116.06,     95.38,     38.86
19400208,      6.42,      4.79,      2.73,    116.69,     95.69,     39.07
19400209,      6.56,      4.89,      2.80,    117.90,     96.50,     39.93
19400210,      6.57,      4.92,      2.83,    118.26,     96.65,     39.80
19400213,      6.52,      4.89,      2.79,    118.00,     96.61,     39.66
19400214,      6.52,      4.86,      2.78,    117.99,     96.50,     39.43
19400215,      6.54,      4.84,      2.77,    117.43,     96.42,     39.47
19400216,      6.57,      4.86,      2.78,    117.67,     96.40,     39.36
19400217,      6.59,      4.89,      2.80,    117.49,     96.56,     39.51
19400219,      6.63,      4.92,      2.83,    117.76,     96.87,     39.64
19400220,      6.59,      4.92,      2.83,    117.50,     96.80,     39.42
19400221,      6.63,      4.96,      2.81,    117.79,     97.10,     39.74
19400223,      6.63,      4.96,      2.85,    117.89,     96.87,     39.40
19400224,      6.59,      4.93,      2.83,    117.27,     96.34,     39.11
19400226,      6.53,      4.88,      2.80,    116.75,     95.88,     38.70
19400227,      6.49,      4.85,      2.78,    116.60,     95.91,     38.69
19400228,      6.48,      4.87,      2.78,    116.44,     95.62,     38.96
19400229,      6.52,      4.88,      2.78,    116.49,     95.78,     38.85
19400301,      6.53,      4.89,      2.79,    116.32,     95.77,     38.79
19400302,      6.48,      4.87,      2.78,    116.22,     95.32,     38.55
19400304,      6.50,      4.86,      2.79,    116.46,     95.08,     38.56
19400305,      6.54,      4.87,      2.80,    116.55,     95.37,     38.86
19400306,      6.62,      4.90,      2.81,    117.07,     95.53,     39.15
19400307,      6.73,      4.95,      2.86,    117.90,     96.03,     39.61
19400308,      6.75,      4.96,      2.86,    118.09,     96.29,     39.44
19400309,      6.77,      4.96,      2.86,    117.75,     96.21,     39.31
19400311,      6.75,      4.95,      2.86,    117.76,     96.26,     39.35
19400312,      6.75,      4.95,      2.86,    118.03,     96.30,     39.34
19400313,      6.70,      4.94,      2.85,    118.05,     96.40,     39.38
19400314,      6.67,      4.93,      2.83,    117.89,     96.27,     39.18
19400315,      6.67,      4.91,      2.81,    117.74,     95.84,     39.02
19400316,      6.48,      4.82,      2.75,    116.35,     94.88,     38.26
19400318,      6.37,      4.74,      2.72,    115.95,     94.43,     37.95
19400319,      6.39,      4.73,      2.71,    115.83,     94.36,     37.99
19400320,      6.47,      4.79,      2.74,    116.66,     94.89,     38.23
19400321,      6.61,      4.86,      2.78,    117.14,     95.43,     38.53
19400323,      6.60,      4.86,      2.80,    117.26,     95.24,     38.37
19400325,      6.61,      4.86,      2.81,    117.26,     95.22,     38.23
19400326,      6.58,      4.84,      2.78,    116.89,     95.16,     38.28
19400327,      6.56,      4.81,      2.77,    116.68,     94.97,     38.14
19400328,      6.77,      4.94,      2.84,    118.00,     96.11,     39.05
19400329,      6.76,      4.96,      2.84,    117.72,     96.09,     38.75
19400330,      6.75,      4.96,      2.82,    118.22,     96.33,     39.12
19400401,      6.82,      5.01,      2.86,    118.68,     96.72,     39.63
19400402,      6.79,      5.02,      2.84,    118.35,     96.76,     39.27
19400403,      6.81,      5.02,      2.85,    118.75,     96.92,     39.39
19400404,      6.98,      5.15,      2.94,    120.08,     98.21,     40.65
19400405,      7.02,      5.18,      2.99,    120.97,     98.70,     41.09
19400406,      6.98,      5.17,      2.98,    120.60,     98.37,     40.99
19400408,      7.04,      5.22,      3.01,    121.15,     99.16,     41.36
19400409,      7.04,      5.24,      3.03,    121.49,     99.07,     41.32
19400410,      7.03,      5.21,      3.02,    120.52,     98.54,     40.51
19400411,      6.97,      5.16,      2.99,    119.71,     97.94,     40.36
